id,submittedBy,type,category,title,ideaDetail,proposedLink,status,ownerNotes,publishChecked,date
82dfbd24-a888-4e10-95cd-3061f04a814a,Content Creative,Content,Text Edukasi,5 Alasan Networking Bisa Mengalahkan CV,"Kalau kamu masih mahasiswa atau fresh graduate, ada satu realita yang mungkin agak pahit:
Networking sering lebih berpengaruh daripada CV.
Bukan berarti CV nggak penting. Tapi banyak orang terlalu fokus mempercantik CV sampai lupa membangun hubungan dengan orang lain.

Kenapa?

1. Orang lebih percaya rekomendasi daripada dokumen.
CV itu isinya tentang dirimu menurut versimu sendiri. Tapi kalau ada orang yang bilang, ""Eh, aku pernah kerja bareng dia. Orangnya bagus kok,""
itu biasanya jauh lebih meyakinkan.

2. Banyak kesempatan nggak pernah masuk job portal
Nggak semua lowongan diumumkan ke publik. Kadang perusahaan lebih dulu tanya ke karyawan atau relasinya, ""Ada rekomendasi nggak?"" 
Kalau kamu nggak punya jaringan, kamu bahkan nggak tahu kesempatan itu ada.

3. Networking bikin kamu diingat
Bayangin ada dua kandidat yang sama-sama bagus. Yang satu nggak dikenal siapa-siapa, yang satu pernah aktif diskusi, ikut komunitas, dan membangun relasi.
Kira-kira siapa yang lebih dulu diingat?

4. Kesempatan sering datang dari obrolan sederhana
Magang, proyek, freelance, sampai pekerjaan tetap kadang berawal dari hal sesederhana ngobrol setelah seminar, 
ikut komunitas, atau kenalan di LinkedIn. Banyak peluang datang dari percakapan yang awalnya kelihatan biasa saja.

5. Dunia kerja itu tentang manusia
Mau secanggih apa pun skill-mu, tetap saja kamu akan bekerja dengan manusia. 
Kemampuan membangun hubungan, menjaga komunikasi, dan membuat orang nyaman bekerja sama denganmu 
adalah aset yang nggak kalah penting dari hard skill.

Jadi jangan cuma sibuk nambah isi CV.
Mulai kenalan, ngobrol, dan bangun relasi juga.
Karena banyak orang kehilangan kesempatan bukan karena kurang pintar.
Tapi karena nggak dikenal.

Setuju atau tidak?",,ACC,,Belum,2026-06-08
acc6d062-d551-4d73-9f6c-35c84175e9e6,Content Creative,Content,Carousel,Rahasia Air yang Selalu Menemukan Jalannya:  Orang yang fleksibel sering kali lebih bertahan dibanding orang yang hanya mengandalkan kekuatan.,"Slide 1 — Hook

“Kalau air aja nggak drama pas jalannya ketutup…”
kamu kenapa panik duluan?

Air itu nggak bikin thread “hidup gue kok gini banget”.
Dia cuma… lanjut aja.

Slide 2 — Realita Air (yang lebih dewasa dari kita)

Air itu simpel banget:

Ketemu batu → muter
Ketemu tembok → cari celah
Ketemu jalan kecil → tetap masuk

Dia nggak debat.
Nggak ngambek.
Nggak nunggu validasi.

Slide 3 — Sementara kita…

Kita kalau dikit-dikit:

“Aku gagal berarti aku nggak cocok hidup”
“Udah deh, aku berhenti aja”
“Kayaknya semesta nggak dukung aku”

Padahal masalahnya kadang cuma satu:
kamu belum nyoba “belok”, masih maksa “lurus terus”.

Slide 4 — Plot twistnya

Air itu bukan lemah.

Justru dia:

Fleksibel tapi nggak hilang arah
Nggak keras kepala, tapi tetap sampai tujuan
Nggak ribut, tapi konsisten jalan terus

Jadi yang bertahan itu bukan yang paling keras…
tapi yang paling adaptif.

Slide 5 — Closing (tamparan halus)

Mungkin kamu bukan “gagal”.
Mungkin kamu cuma:

terlalu kaku
terlalu takut berubah arah
atau terlalu cepat menyerah pas jalan pertama ketutup

Air aja santai banget nyari jalan.
Kamu kok buru-buru nyerah?

“Masalahnya hidupmu berat, atau cara kamu ngadepinnya yang masih terlalu kaku?”",,ACC,Disetujui oleh Owner,Belum,2026-06-08
633add70-e9e6-42d6-9cf8-f752c3fa8137,Digital Marketing & IT,Content,Text Edukasi,Perbedaan Perusahaan yang Pakai Konsultan SDM vs Tidak,"❌ Tanpa Consultant : 
- Tidak ada sistem pengembangan SDM
- Produktivitas tim stagnan tiap tahun
- Turnover karyawan tinggi & mahal
- Target perusahaan sering meleset


✅ Dengan Consultant : 
- Ada roadmap pengembangan SDM yang jelas
- Produktivitas tim terus meningkat terukur
- Budaya kerja sehat & produktif
- Target tercapai karena tim yang kuat
",https://canva.link/hsg1ezhuej4cjl8,ACC,Disetujui oleh Owner,Belum,2026-06-09
7c670f4e-9bb3-4a1f-a653-f997867b0cb1,Assistant Trainer,Content,Motivasi,Ketakutan adalah alasan kenapa banyak Gen Z tidak berkembang,memberikan motivasi penjelasan tentang kenapa ketakutan menjadi alasan banyak anak gen z tidak berkembang,,ACC,Disetujui oleh Owner,Belum,2026-06-10
79c8bccc-b312-4a8b-815b-927cf0df6dc6,Assistant Trainer,Content,Motivasi,"Kalau Pak Aqil kembali ke usia 20 tahun, satu hal apa yang akan Pak Aqil lakukan ?",pak aqil menceritakan jika kembali e usia 20 tahun hal apa yang akan Pak Aqil mulai lebih awal karena sekarang sadar itu sangat penting?,,ACC,Disetujui oleh Owner,Belum,2026-06-10
1c54284e-7002-4cf7-a48d-077c3a2e89ba,Content Creative,Content,Text Edukasi,4 Pelajaran Politik Kantor yang Sebaiknya Kamu Tahu Sejak Kuliah,"Mahasiswa harus tahu kalau di dunia kerja ada yang sering disebut ""politik kantor"".
Bukan selalu tentang drama atau menjilat. Tapi tentang bagaimana kepentingan,
relasi, dan persepsi memengaruhi keputusan.

1. Orang yang paling terlihat kadang lebih dihargai daripada yang paling bekerja keras
Pernah ada anggota kelompok yang kerjanya biasa saja tapi selalu aktif bicara saat presentasi?
Di kantor juga bisa terjadi.
Bukan berarti kerjanya tidak penting, tapi karena atasan hanya bisa menilai apa yang terlihat.
Jadi jangan hanya fokus bekerja, belajar juga mengomunikasikan hasil kerjamu.

2. Tidak semua keputusan dibuat berdasarkan performa
Kadang proyek diberikan kepada orang tertentu karena sudah dipercaya sebelumnya.
Kadang ide yang sama, diterima ketika disampaikan oleh orang yang berbeda.
Terdengar tidak adil, tapi kepercayaan memang memengaruhi keputusan.
Maka kamu perlu bangun kredibilitas, bukan hanya kemampuan.

3. Kamu tidak harus dekat dengan semua orang, tapi jangan dikenal sebagai orang yang sulit diajak kerja sama
Ada orang yang sangat kompeten, tapi sering mempermalukan rekan kerja, sulit diajak diskusi, atau suka menyalahkan orang lain.
Lama-lama orang akan menghindarinya.
Kenyataanya, reputasi profesional sering dibangun dari cara kita memperlakukan orang lain.

4. Ada perbedaan antara menjilat dan membangun relasi
Banyak fresh graduate takut dianggap cari muka.
Akhirnya mereka menjaga jarak dengan atasan, senior, bahkan lintas divisi.
Padahal membangun hubungan profesional itu bagian dari pekerjaan.
Jadi jangan fokus mencari perhatian. Fokuslah membangun kepercayaan.

Karena di dunia kerja, kemampuan membuatmu dilirik.

Tapi kepercayaan sering membuatmu diberi kesempatan.

Share konten ini biar temanmu tahu gimana caranya menghadapi politik kantor",,ACC,,Belum,2026-06-11
698f764c-ec25-4db2-a73d-787df4ebeb62,Assistant Trainer,Content,Motivasi,Tanya tanya Gen z kalau jadi leader mau ngapain,Halo guys kita bakal nanya anak anak gen z yang di kantor kira kira kalau jadi leader dia mau ngapain,,ACC,,Belum,2026-06-11
9b3438c2-4042-47a4-b4d3-2e0714cab20a,Assistant Trainer,Content,Motivasi,mini podcast tentang introvert,mini podcast singkat membahas tentang sifat introvert apakah menghambat kesuksesan?,,ACC,,Belum,2026-06-11
685047cb-9e24-4307-8867-b8750dac7ce4,Content Creative,Content,Text Edukasi,5 Hal yang Lebih Menakutkan dari Tidak Punya Pekerjaan,"1. Punya pekerjaan, tapi skill-nya gak bertambah.
Plot twist-nya, yang berbahaya bukan selalu menganggur.
Kadang yang lebih berbahaya adalah bekerja bertahun-tahun, tapi kemampuanmu masih sama seperti saat pertama masuk.
Gaji mungkin naik sedikit, tapi value-mu di pasar kerja tidak banyak berubah.
Karena perusahaan membayar hasil hari ini, sedangkan karier dibangun dari kemampuan yang bisa kamu jual besok.

2. Sibuk setiap hari, tapi gak punya arah.
Banyak orang merasa produktif karena jadwalnya penuh.
Padahal belum tentu.
Kalau kamu lari sekencang apa pun ke arah yang salah, kamu tetap makin jauh dari tujuan.
Sibuk itu aktivitas. Berkembang itu progres. Dua hal yang berbeda.

3. Punya skill, tapi gak ada yang tahu.
Ini sering terjadi pada orang-orang yang sebenarnya kompeten.
Mereka belajar, bekerja, dan menghasilkan.
Tapi diam.
Di era sekarang, kemampuan penting. Tapi kemampuan yang terlihat sering kali mendapatkan kesempatan lebih dulu.
Bukan berarti harus pamer. Tapi belajar menunjukkan value juga bagian dari skill.

4. Menunggu motivasi sebelum bergerak.
Banyak orang berpikir, ""Nanti kalau semangat, aku mulai.""
Padahal realitanya sering kebalik.
Kita bukan bergerak karena termotivasi.
Kita termotivasi karena mulai bergerak.
Orang yang konsisten biasanya bukan yang paling semangat, tapi yang tetap jalan meski mood-nya biasa saja.

5. Merasa masih punya banyak waktu.
Ini yang paling sering menjebak.
Karena kehilangan peluang jarang terasa saat itu juga.
Baru beberapa tahun kemudian kita sadar bahwa kesempatan, relasi, dan pengalaman 
yang dulu dilewatkan ternyata punya dampak besar.

Jadi kalau hari ini kamu belum punya pekerjaan, jangan terlalu panik.
Yang lebih penting, pastikan kamu sedang membangun sesuatu yang membuat dirimu 
semakin layak mendapatkan kesempatan berikutnya.

Karena pekerjaan bisa dicari.

Tapi kemampuan, reputasi, dan kebiasaan baik harus dibangun sedikit demi sedikit.

Share konten ini ke temanmu yang masih panik karena gak punya pekerjaan",,ACC,,Belum,2026-06-11
da681cb9-fa48-493b-beb7-52803b2e1834,Assistant Trainer,Content,Motivasi,"Kenapa banyak orang mudah lelah, padahal masalahnya belum tentu berat?","video motivasi pak aqil menjelaskan tentang Banyak orang hari ini mudah marah.

Mudah kecewa.

Mudah tersinggung.

Bahkan sering kehilangan semangat hanya karena satu masalah kecil.

Padahal dalam hidup, tidak semua hal bisa kita kendalikan.
",,ACC,,Belum,2026-06-12
f434d230-794b-4799-9e97-efffb4dbc582,Assistant Trainer,Content,Motivasi,Kita tidak akan pernah bisa mengubah orang lain.,video motivasi outdoor pak aqil menjelaskan tentang kita tidak akan bisa mengubah orang lain kecuali orang itu sendiri dan memberikan solusi ,,ACC,,Belum,2026-06-12
a3e5f044-c965-478a-930a-7204939506fa,Assistant Trainer,Content,Text Edukasi,pov motivator nasional ketika dollar naik,"Video Random fun

Cutscene2 video mulai dari ngeprint dollar sendiri gunting sendiri ",,ACC,,Belum,2026-06-15
70cd80ec-9429-420a-84d9-3bd89d09c4d3,Assistant Trainer,Content,Motivasi,lakukan 3 hal ini kalo kamu ingin karyawan loyal di perusahaanu,"video motivasi beserta ilustrasi2 singkat 

Yang pertama, berikan apresiasi, bukan hanya evaluasi.

Karena manusia tidak hanya bekerja untuk mendapatkan penghasilan, tetapi juga ingin merasa dihargai.

Yang kedua, berikan kesempatan untuk bertumbuh.

Karyawan hebat tidak hanya mencari pekerjaan. Mereka mencari masa depan.

Dan yang ketiga, berikan kepercayaan.

Karena orang hebat tidak ingin terus diawasi. Mereka ingin dipercaya untuk mengambil keputusan dan berkembang.

Ingat, loyalitas tidak lahir dari rasa takut.

Loyalitas lahir dari rasa dihargai, dipercaya, dan dipimpin dengan baik.

Karena pada akhirnya,

karyawan datang karena perusahaan,

tetapi mereka bertahan karena pemimpinnya.",,ACC,,Belum,2026-06-15
b1e4ee4e-5afe-4ded-849c-c168b75a5dd3,Assistant Trainer,Content,Motivasi,pak bisnis owner itu kerjanya ngapain si?,"Bisnis owner punya 3 tanggung jawab besar 

1. Vision

Menentukan arah perusahaan.

Karena tanpa visi yang jelas, tim yang hebat pun bisa bergerak ke arah yang salah.

2. People

Membangun dan mengembangkan orang yang tepat.

Karena bisnis yang besar tidak dibangun oleh satu orang hebat, tetapi oleh tim yang hebat.

3. Growth

Memastikan perusahaan terus bertumbuh.

Karena bisnis yang berhenti berkembang, perlahan akan tertinggal.

",https://www.tiktok.com/@tommcifle/video/7290759992033021189?q=hal%20yang%20wajib%20kamu%20ketahui%20sebagai%20owner&t=1781493451024,ACC,Disetujui oleh Owner,Belum,2026-06-15
a534b342-646f-4278-b325-ececc867eddc,Assistant Trainer,Content,Motivasi,"Seorang business owner harus punya mental baja, bukan mental manja. ","Karena semakin besar bisnis yang dibangun, semakin besar pula tekanan yang dihadapi. Akan ada target yang tidak tercapai. Akan ada karyawan yang keluar. Akan ada keputusan sulit yang tidak bisa menyenangkan semua orang. Namun di situlah seorang owner diuji. Bukan saat bisnis sedang bertumbuh. Melainkan saat keadaan sedang sulit. Karena ketika bisnis diterpa badai, karyawan mencari kepastian. Dan tugas kalian para owner bukan menambah kepanikan, tetapi menghadirkan ketenangan.",,ACC,,Belum,2026-06-15
12c2bf85-5215-4d6f-98a2-2896a17644b4,Digital Marketing & IT,Content,Carousel,"Omzet naik, tapi tim ngga berkembang. Apa penyebabnya ?","Slide 1 :
FOKUS PADA TARGET, LUPA MENGEMBANGKAN ORANG
Banyak perusahaan mengejar angka penjualan dan pertumbuhan bisnis. Namun pengembangan SDM sering dianggap sebagai biaya, bukan investasi. Akibatnya bisnis tumbuh lebih cepat daripada kemampuan tim.

SLIDE 2 :
KARYAWAN SIBUK BEKERJA, TAPI JARANG BELAJAR
Rutinitas pekerjaan yang padat membuat pengembangan kompetensi terabaikan. Padahal dunia bisnis terus berubah dan menuntut kemampuan baru.

SLIDE 3 : 
TIDAK ADA JALUR PENGEMBANGAN YANG JELAS
Karyawan tidak tahu keterampilan apa yang harus ditingkatkan. Mereka bekerja setiap hari, tetapi tidak melihat arah pertumbuhan kariernya.

SLIDE 4 : 
PEMIMPIN FOKUS MENGAWASI, BUKAN MEMBINA
Tim yang hanya diawasi akan bekerja sesuai instruksi.
Tim yang dibina akan belajar berpikir, berinisiatif, dan menyelesaikan masalah secara mandiri.

SLIDE 5 :
DAMPAKNYA BAGI BISNIS

• Owner semakin kewalahan
• Produktivitas sulit meningkat
• Regenerasi pemimpin terhambat
• Karyawan mudah bergantung
• Bisnis sulit scale up

SLIDE 6 : 

BISNIS YANG BERTUMBUH MEMBUTUHKAN TIM YANG IKUT BERTUMBUH
Karena pertumbuhan bisnis yang berkelanjutan tidak hanya ditentukan oleh strategi. Tetapi juga oleh kualitas orang-orang yang menjalankannya.

Menurut Anda, mana yang lebih sulit:
meningkatkan omzet atau mengembangkan tim?",https://canva.link/zvid8z2wn51fm37,ACC,Disetujui oleh Owner,Belum,2026-06-15
b9854bb2-6db4-44a4-8af4-722691158586,Content Creative,Content,Text Edukasi,4 tugas yang seharusnya tidak lagi dikerjakan seorang owner,"Di titik tertentu, pertumbuhan bisnis sering terhambat bukan karena kurang kerja keras, 
tetapi karena owner terlalu banyak memegang pekerjaan yang seharusnya sudah dilepas..

Berikut 5 tugas yang sebaiknya mulai dikurangi:

1. Menjadi Customer Service Terbaik di Bisnis Sendiri
Banyak owner bangga karena semua pelanggan maunya dilayani langsung oleh mereka.
Masalahnya, pelanggan jadi loyal ke owner, bukan ke bisnis.
Begitu owner sibuk, kualitas layanan turun. Begitu owner libur, proses melambat.
Kalau semua pelanggan harus lewat owner, yang sedang tumbuh bukan bisnisnya. 
Yang sedang tumbuh adalah ketergantungan terhadap owner.

2. Menjadi Tempat Bertanya untuk Semua Hal
""Pak/Bu, ini gimana?""
""Pak/Bu, yang ini boleh gak?""
Kelihatannya tim menghargai owner.
Padahal bisa jadi mereka sudah terbiasa tidak berpikir sebelum bertanya.
Semakin sering owner menjadi mesin jawaban, semakin lambat tim belajar mengambil keputusan.

3. Menjadi Quality Control Terakhir untuk Semua Pekerjaan
Banyak owner merasa tenang kalau semua pekerjaan harus lewat meja mereka.
Tapi coba pikirkan.
Kalau setiap pekerjaan harus menunggu satu orang, yang menjadi penghambat bukan timnya.
Yang menjadi penghambat adalah owner-nya.

4. Menyelesaikan Pekerjaan yang Tidak Selesai oleh Tim
Ada owner yang diam-diam mengerjakan ulang desain tim, membalas chat yang lupa dibalas staf, 
atau memperbaiki laporan yang salah.
Kelihatannya cepat selesai.
Tapi tanpa sadar owner sedang mengajari tim bahwa konsekuensi kesalahan mereka akan selalu ditanggung orang lain.

Menurutmu, tugas nomor berapa yang paling sulit dilepas oleh seorang owner?",,ACC,Disetujui oleh Owner,Belum,2026-06-15
8b764c25-0ffd-4b8c-9aac-3f68b6b6cfe9,Assistant Trainer,Content,Motivasi,"""Pak Aqil, menurut Bapak, apakah sebagai owner perlu ikut membuat konten?""","Pak Aqil:

Menurut saya, iya.

Karena di era digital, konten bukan lagi sekadar pemasaran.

Konten adalah alat komunikasi terbaik di zaman sekarang.

Melalui konten, owner bisa menyampaikan visi.

Membangun kepercayaan.

Dan menunjukkan nilai-nilai perusahaan kepada pasar.

Dulu komunikasi dibatasi ruang dan waktu.

Hari ini, satu konten bisa menjangkau ribuan bahkan jutaan orang.

Owner tidak harus menjadi influencer.

Tapi owner perlu hadir dan menyuarakan apa yang diperjuangkannya.

Karena pada akhirnya,

orang tidak hanya membeli produk.

Mereka membeli kepercayaan terhadap orang di balik produk tersebut.",,ACC,,Belum,2026-06-15
1f0b6955-2ade-41e8-8f04-9dd6bb136795,Assistant Trainer,Content,Motivasi,Ini bukan lagi era di mana pemimpin bisa bertindak sebagai bos yang otoriter.,"Generasi Z telah hadir dengan semangat dan harapan baru.

Mereka tidak hanya mencari gaji.

Mereka mencari pertumbuhan.

Mereka mencari makna.

Dan mereka mencari pemimpin yang layak untuk diikuti.

Jabatan mungkin bisa membuat orang patuh.

Tetapi kepemimpinanlah yang membuat orang bertahan.

Karena di era ini,

orang mungkin bekerja untuk perusahaan.

Tetapi mereka bertahan karena pemimpinnya. 🔥",,ACC,Disetujui oleh Owner,Belum,2026-06-15
75ae9621-0852-49b7-bf0a-c40d250c487d,Assistant Trainer,Content,Motivasi,Ini tips buat kamu para bussines owner yang punya karyawan kurang inisiatif.,"Yang pertama, pastikan mereka tahu tujuan pekerjaannya.

Karena orang akan sulit berinisiatif jika tidak tahu ke mana arah yang dituju.

Yang kedua, berikan ruang untuk mengambil keputusan.

Karena orang yang terlalu sering dikontrol akan terbiasa menunggu perintah.

Dan yang ketiga, jangan hukum setiap kesalahan.

Karena inisiatif selalu datang bersama risiko.

Jika setiap kesalahan dihukum, orang akan memilih bermain aman.

Ingat, karyawan yang pasif belum tentu tidak peduli.

Bisa jadi mereka belum diberi kejelasan, kepercayaan, dan rasa aman untuk bertindak.",,ACC,,Belum,2026-06-15
84975510-f611-443f-b9fa-7f0d9daf42af,Assistant Trainer,Content,Text Edukasi,Pentingnya sudut pandang,"video random pak aqil berisi hook "" Pentingnya sudut pandang, jika kamu bertanya kepada rumput, maka rusa adalah monster dan singa adalah penjaga (ini kaya sebuah analogi yang bisa membuat audience coment)",,ACC,,Belum,2026-06-17
79038794-7c0c-4558-84a3-985ecdac13d1,Assistant Trainer,Content,Motivasi,"Banyak orang bertanya, bagaimana saya bisa tetap konsisten sampai hari ini.","Jawabannya bukan karena saya selalu semangat.



Saya juga pernah lelah.



Pernah kehilangan motivasi.



Dan pernah berada di titik di mana semuanya terasa berat.



Tapi ada satu hal yang membuat saya terus berjalan:



Tanggung jawab.



Tanggung jawab kepada keluarga.



Tanggung jawab kepada orang-orang yang percaya.



Dan tanggung jawab atas amanah yang diberikan Allah.



Karena saya percaya, hidup tidak selalu tentang melakukan apa yang kita sukai.

Tetapi tentang menuntaskan apa yang menjadi tanggung jawab kita.",,ACC,,Belum,2026-06-17
df26cd4d-f640-411f-922a-6829c644ed74,Assistant Trainer,Content,Motivasi,Apakah Gen Z sulit diatur?  Atau jangan-jangan cara memimpin kita yang perlu berubah?,"Apakah Gen Z sulit diatur?

Atau jangan-jangan cara memimpin kita yang perlu berubah?

Karena generasi hari ini tidak hanya mencari gaji.

Mereka mencari pertumbuhan.

Mereka mencari makna.

Dan mereka ingin didengar.

Jika dulu orang bertahan karena takut kehilangan pekerjaan,

hari ini banyak orang memilih pergi ketika kehilangan harapan.

Karena itu, mungkin pertanyaannya bukan:

""Bagaimana cara mengatur Gen Z?""

Tetapi bagaimana menjadi pemimpin yang layak untuk mereka ikuti.""
Setuju atau tidak?",,ACC,,Belum,2026-06-18
ec8c234f-e1b5-4f16-b802-4e7793683b52,Assistant Trainer,Content,Motivasi,3 penyebab karyawan kehilangan semangat kerja. Business owner wajib tahu ini.,"3 penyebab karyawan kehilangan semangat kerja. Business owner wajib tahu ini.

Yang pertama,

Merasa tidak dihargai.

Karena apresiasi yang kurang bisa membuat orang kehilangan motivasi.

Yang kedua,

Tidak melihat peluang untuk berkembang.

Karena orang hebat tidak hanya mencari gaji, mereka juga mencari masa depan.

Dan yang ketiga,

Kehilangan kepercayaan terhadap pemimpinnya.

Karena ketika kepercayaan hilang, semangat kerja biasanya ikut hilang.

Ingat, karyawan yang kehilangan semangat belum tentu karena pekerjaannya.

Bisa jadi karena lingkungan dan cara mereka dipimpin.",,ACC,,Belum,2026-06-18
