id,employee,task,progress,percent,blockers,startTime,endTime,status,date,nextStrategy
0a1019e7-8667-4326-b5ab-c1f1bd7ed533,Digital Marketing & IT,Setting jadwal upload 13 website Hafara,Completed,100,,9:00,10:00,Selesai,2026-06-03,
01698a36-f082-43ec-a12c-7335c6e97590,Content Creative,setor 4 ide konten ,2 ide teks edukasi & 2 ide motivasi,100,masih diskusi untuk pembagian jenis konten dengan badar,9:00,11:00,Selesai,2026-06-04,
5688adaf-b1e2-4693-b6c1-a1772729b1e2,Content Creative,"Editing video 10 detik ""5 alasan orang biasa bisa mengalahkan mahasiswa cumlaude""",Sudah jadi,100,Belum di acc,11:00,13:00,Selesai,2026-06-04,
76597941-72b7-44fe-b332-f74b930b58b4,Content Creative,"Desain 1 carousel & 1 konten video 10 detik ""4 kebohongan karier yang masih dipercaya mahasiswa""","Carousel done 5 slide, video 10 detik sudah upload di drive tinggal nunggu acc",100,belum di acc,13:00,15:00,Selesai,2026-06-04,
36e912c9-1b2f-4094-84a6-75d535dc07f8,Assistant Trainer,Pembuatan thumbnail dan caption konten,"Mencari 5 ide konten reels motivasi, mencoba beberapa fungsi aplikasi, serta memberikan masukan untuk pengembangan fitur website.",80,Belum dapat memproduksi video karena fokus pada pengembangan website.,9:00,11:00,Selesai,2026-06-04,
0549f256-a755-46d0-b32f-3e14df355e61,Assistant Trainer,Pembuatan thumbnail dan caption konten,"Menyelesaikan 3 thumbnail dan 3 caption untuk konten Bos Pilih Kasih, Clip Motivasi Luwuk, dan Gen Z Bukan Tidak Mau Bekerja.",100,,11:00,13:00,Selesai,2026-06-04,
42222ca3-c57a-40be-a70d-76a3ad46ac18,Assistant Trainer,Editing video & scheduling konten,"Menyelesaikan editing 2 video motivasi, melakukan scheduling konten untuk tayang pukul 16.00 dan 20.00.",100,,13:00,15:00,Selesai,2026-06-04,
154996ce-87b3-424d-a083-6f7288d20d93,Assistant Trainer,"Input KPI, Work Log, dan Evaluasi Harian","Mengisi Daily Task, KPI, dan Work Log. Melakukan evaluasi terhadap pekerjaan yang telah dikerjakan dari pukul 09.00–15.00 serta mengidentifikasi hambatan yang terjadi selama proses kerja.",100,Belum sempat memproduksi video karena masih fokus pada pengembangan website dan penyempurnaan fitur yang sedang dikerjakan.,15:00,16:00,Selesai,2026-06-04,
1e7cb45f-7c22-4672-9a79-ea91d02e4689,Assistant Trainer,[SIMULASI] Optimasi & Publish Konten Edukasi Harian,Selesai memproduksi & mengunggah 1 konten reels edukasi bertema komunikasi,100,,9:00,11:00,Selesai,2026-06-05,Lanjutkan memantau metrik performa reels dalam 24 jam ke depan.
85b21290-3ccf-4e9e-9151-9ae4696c526f,Content Creative,setor 5 ide konten,3 konten humor & 2 konten teks edukasi 10 detik,100,,9:00,17:00,Selesai,2026-06-05,
78f91981-f84b-479b-bebb-308f17b568b5,Project Manager,Fokus input data ke web baru,input complete,100,,9:00,17:00,Selesai,2026-06-04,
359fdcfd-67cc-42ad-a378-5ad9db615f2d,Project Manager,"Fokus input data finance, FU 3 client baru, koordinasi dengan coach tino mengenai client fun games, membuat surat penawaran fun games","surat penawaran complete, input finance complete",100,,9:00,17:00,Selesai,2026-06-05,
8015a4b5-e894-470e-967c-c957c8353598,Content Creative,"setor 5 konten (3 ide konten humor, 1 ide konten teks edukasi, 1 konten carousel)",1 konten carousel sudah selesai edit,100,belum di acc,9:00,23:00,Selesai,2026-06-08,
b8acd071-8add-4ebf-9099-74854286058a,Project Manager,Input CRM 2025 ,Input bulan 1-8,100,Fokus input CRM,9:00,17:00,Selesai,2026-06-08,
60961ebe-e255-46f2-8aa0-47ce1a96c6b1,Project Manager,Input CRM bulan Oktober-Desember dan input finance bulan Januari-April serta Follow up Client masuk,Selesai input CRM 2022 dan finance januari-april,100,,9:00,17:00,Selesai,2026-06-09,
d271c2b6-2a2f-43eb-8930-1651036a5263,Project Manager,"Kirim email ke client, FU client, Input data pemasukan 2024-2026, Buat surat balasan magang","kirim email complete, input data complete, surat balasn magang belum selesai",80,Waktu mengerjakan surat balasan magang tiba tiba maati lampu,9:00,17:00,Selesai,2026-06-10,Mengerjakan ulang surat balasan magang
cd6dc4e8-0b2b-4a96-b574-6047b9fd87d3,Digital Marketing & IT,Sesuai dengan Target harian,1. Riset kebutuhan SDM & analisa kompetitor  2. Membuat ide postingan promosi 3. Edit postingan promosi & carousel 4. Upload postingan & edit konten random hafara,100,,9:00,17:00,Selesai,2026-06-04,
247b4755-1545-497a-b7d6-ffd6c36d5e14,Digital Marketing & IT,Sesuai dengan Target harian,1. Riset kebutuhan SDM & analisa kompetitor  2. Take konten  3. Audit website 4. Edit postingan dan Upload konten,100,,9:00,17:00,Selesai,2026-06-05,
13cf9a70-f5b4-4892-9d5a-fd00f182d31c,Digital Marketing & IT,Target harian + tugas tambahan,1. Riset kebutuhan SDM & analisa kompetitor  2. Take + edit konten random hafara 3. Mengisi laporan pemasukan thn 2025,100,,9:00,17:00,Selesai,2026-06-08,
906a3371-81fb-47c3-b9b6-42ab6ab343af,Digital Marketing & IT,Target harian + tugas tambahan,1. Riset kebutuhan SDM & analisa kompetitor  2. Membuat ide postingan text edukatif 3. Mengisi laporan pemasukan thn 2025,100,,9:00,17:00,Selesai,2026-06-09,
8b744713-a566-4c81-ba3e-c8be9571979b,Digital Marketing & IT,Target harian + tugas tambahan,1. Riset kebutuhan SDM & analisa kompetitor  2. Mengisi laporan pemasukan & pengeluaran bulan Juli - Desember thn 2023,100,,9:00,17:00,Selesai,2026-06-10,
9f82ef2e-4395-43cf-ac5e-112631351284,Project Manager,"Menyelesaikan surat balasan magang, FU Client baru, membuat NPWP, Upload data KTP dan NPWP karyawan di gdrive, Menata invoice 20026 biar lebih urut, Input 3 invoice 2026 di website","Menyelesaikan surat balasan magang, membuat NPWP, Selesai menata invoice 2026",100,"Waktu daftar NPWP terdapat kendala akun tidak bisa dan akun sudah terdaftar, verifikasi email tidak masuk",9:00,17:00,Selesai,2026-06-11,Melanjutkan Input invoice 2026 di website
0fd7c4c0-cfce-4aa0-b1bd-e3872c967827,Assistant Trainer,"Merencanakan dan mengajukan ide konten video kepada mentor, membuat serta mengedit thumbnail dan caption media sosial, melakukan proses editing video, menyusun dan menjadwalkan publikasi konten, serta melakukan persiapan kebutuhan shooting dan kolaborasi apabila diperlukan.","saya menjalankan aktivitas sebagai Assistant Trainer dengan fokus pada perencanaan konten, pengelolaan media sosial, dan proses editing video. Pada sesi pagi, saya mengajukan lima ide konten video kepada Pak Aqil, yaitu: ""Kenapa Orang Pintar Belum Tentu Sukses?"", mini podcast tentang introvert, tanggapan Pak Aqil mengenai perfeksionisme, sesi tanya jawab Gen Z dengan tema ""Jika Menjadi Leader, Apa yang Akan Dilakukan?"", serta konten motivasi tentang makna kedewasaan yang mengajarkan kita untuk bersyukur atas apa yang telah diraih dan bersabar atas apa yang belum dimiliki. Pada periode ini tidak dilakukan proses produksi video karena stok konten yang tersedia masih mencukupi.  Selanjutnya, saya mengerjakan pembuatan dan penyempurnaan materi pendukung konten berupa dua thumbnail video dan beberapa caption. Caption yang diselesaikan membahas topik alasan lapangan pekerjaan banyak namun pengangguran juga tinggi, serta pengalaman pendaratan pesawat yang terkendala kondisi cuaca.  Pada sesi siang hingga sore hari, saya melanjutkan proses editing dan penjadwalan konten. Terdapat tiga video yang berhasil diedit, yaitu video tentang pengalaman pesawat yang gagal mendarat akibat angin kencang, video mengenai fenomena banyaknya lapangan pekerjaan namun tingginya angka pengangguran, serta video traveling di Luwuk. Pada hari ini tidak terdapat agenda kolaborasi, sehingga waktu yang tersedia difokuskan untuk penyelesaian proses editing dan persiapan publikasi konten.",100,tidak ada,9:00,17:00,Selesai,2026-06-11,
64c32093-58b5-4660-a3b6-1e198bcbea0d,Digital Marketing & IT,Target harian + tugas tambahan ,1. Riset kebutuhan SDM & Analisa kompetitor 2. Mengisi pengeluaran bulan Januari - Agustus 2024 di Daboard Finance,100,,9:00,17:00,Selesai,2026-06-11,
4d30785b-9432-4919-8b73-b2d9d2235d9a,Assistant Trainer,"Brainstorming & Penyempurnaan Konten,humbnail, Caption & Istirahat, Editing & Revisi Konten","09.00 – 11.00 | Brainstorming & Penyempurnaan Konten  Melakukan evaluasi dan penyempurnaan video konten motivasi yang sedang dalam proses editing tanpa melakukan produksi konten baru. Kegiatan meliputi pengembangan ide, penyesuaian hook, penyempurnaan naskah, serta revisi visual dan alur cerita agar lebih sesuai dengan karakter konten Pak Aqil Baihaqi dan relevan bagi audiens media sosial. Topik yang dikembangkan antara lain kemandirian, cara pandang manusia berkelas, sifat stoik, fokus pada perubahan diri, dan pentingnya pembelajaran sepanjang hayat.  11.00 – 13.00 | Thumbnail, Caption & Istirahat  Membuat caption dan thumbnail untuk dua video, yaitu video tentang pengalaman delay/landing pesawat beserta pelajaran yang dapat diambil, serta video quote bertema “Salah Satu Berkah Terbesar.”  13.00 – 15.00 | Editing & Revisi Konten  Melakukan editing terhadap tiga video konten motivasi dan edukasi, yaitu video pengalaman landing pesawat, faktor yang membuat seseorang sulit mendapatkan pekerjaan, dan video quote “Salah Satu Berkah Terbesar.” Proses meliputi pemilihan footage, penambahan teks dan elemen visual, sinkronisasi audio, serta revisi hasil editan sebelumnya untuk meningkatkan kualitas dan efektivitas penyampaian pesan.",100,,9:00,17:00,Selesai,2026-06-12,
89ff6a8d-66f7-4fa4-9c40-5f913be78d8d,Digital Marketing & IT,Tugas tambahan,Mengisi pengeluaran bulan Agustus - Oktober 2024 & Cross check semua data pemasukan dan pengeluaran dari tahun 2022 - 2024 ,100,Website sedikit lemot untuk memproses data,9:00,17:00,Selesai,2026-06-12,
f8aa8513-2629-49ee-98ad-5186e2d0274a,Content Creative,desain 1 carousel tentang metafora lilin yang meleleh,"sudah desain 6 slide, acc, dan sudah upload",100,,9:00,10:30,Selesai,2026-06-15,
baa438ed-1dcc-4d7f-b620-1ce05ea53bc3,Content Creative,riset ide konten edukasi seputar bisnis,udah dapet 2 & 1 acc,100,,11:00,13:00,Selesai,2026-06-15,
c77c5354-77a9-4378-b2b0-23d850e30316,Project Manager,Membuat 2 artikel (Public Speaking & Motivator Teamwork Bandung) Menyelesaikan poster 1 Hijriyah Melakukan follow up klien serta update CRM & pipeline Menyelesaikan input data event 2024,"Membuat 2 artikel, Revisi Artikel, Menyelesaikan poster 1 Hijriyah, Menyelesaikan input evenet 2024",100,,9:00,17:00,Selesai,2026-06-15,
47836636-ed53-42b0-bea3-01c12e6c8aaa,Digital Marketing & IT,Sesuai dengan target harian,1. Riset kebutuhan SDM & Analisa kompetitor 2. Membuat ide carousel edukasi 3. Edit dan upload konten carousel & random ,100,,9:00,17:00,Selesai,2026-06-15,
353241c0-e021-4760-b5b1-b1aba8b51978,Content Creative,Desain 2 poster artikel tentang training public speaking & take konten motivasi pak aqil,"dapat 2 desain poster public speaking dan sudah setor ke ade, sudah take konten sebanyak 9 video bersama pak aqil",100,,9:00,0:00,Selesai,2026-06-17,
29d12c64-4e93-4dfd-9bcf-76a9973f9153,Content Creative,riset konten baru seputar business owner,dapet 2 ide seputar keluhan owner dan keluhan klien,100,,13:00,14:00,Selesai,2026-06-17,
433e10fd-b3fa-41a6-98ad-76bead45fbc3,Assistant Trainer,Produksi dan Pengembangan Konten Motivasi Business Owner,"Melakukan riset dan pengembangan ide konten motivasi bersama Pak Aqil Baihaqi, meliputi penyusunan hook dan naskah video bertema leadership, business owner, berpikir kritis, konsistensi, dan pengembangan diri. Melakukan take 13 video motivasi dengan segmentasi business owner dan pemimpin perusahaan. Selain itu, melakukan editing 2 video berjudul ""Gajinya Naik Terus Tapi Performanya Gitu-Gitu Aja"" dan ""Setiap Meeting Pembahasannya Itu-Itu Aja"", serta menjadwalkan publikasi konten pada pukul 20.00.",100,,9:00,17:00,Selesai,2026-06-17,
3a1f89a2-5265-423c-a6cc-e700a29ce2b8,Content Creative,Riset ide konten teks edukasi & setor 4 ide konten,Sudah nyusun dan setor 4 ide konten teks edukasi,100,,9:00,11:00,Selesai,2026-06-18,
c89f6d89-3973-4da5-ac00-37ed46db8e13,Content Creative,edit video karyawan baru datang karyawan lama resign,sudah selesai edit dan up di gdrive,100,,11:00,13:00,Selesai,2026-06-18,
87324bfb-c686-4927-bd27-59bf72cdca1d,Content Creative,Editing video motivasi 1,Sudah upload drive,100,,14:00,15:00,Selesai,2026-06-18,
86a996c0-985f-41e4-affa-63fb9297855e,Assistant Trainer,Pengembangan Ide Konten dan Produksi Video Business Owner,"Melakukan brainstorming dan pengembangan enam ide konten bertema business owner, leadership, dan pengelolaan sumber daya manusia. Topik yang dikembangkan meliputi tantangan menemukan orang yang tepat dalam bisnis, kepemimpinan terhadap Generasi Z, penyebab menurunnya semangat kerja karyawan, kesalahan owner saat bisnis mulai bertumbuh, pentingnya membangun kepercayaan agar tim berani mengambil keputusan, serta membangun sense of ownership dalam lingkungan kerja. Selain itu, melakukan proses take video di Dogel dengan total 15 video konten bertema business owner dan leadership. Setelah proses produksi selesai, dilakukan editing satu video dengan progres mencapai 90%.",90,Proses editing belum dapat diselesaikan sepenuhnya karena perangkat laptop sempat digunakan untuk kegiatan Zoom Project Manager sehingga dua video belum sempat diedit.,9:00,17:00,Sedang Dikerjakan,2026-06-18,"Menyelesaikan proses editing video yang tertunda, melakukan quality control hasil editing, serta melanjutkan penjadwalan dan publikasi konten sesuai content planner yang telah disusun."
b9684ee0-ef13-41f7-ae55-36ae7568ed87,Digital Marketing & IT,Sesuai target harian,1. Riset kebutuhan SDM & analisa kompetitor 2. Take konten dengan Pak Aqil 3. Edit dan upload konten tips ,100,,9:00,17:00,Selesai,2026-06-17,
0ee85e74-f873-4dbd-9444-c3099ebd665a,Digital Marketing & IT,Sesuai target harian,1. Riset kebutuhan SDM & analisa kompetitor 2. Membuat poster artikel 3. Edit video Pak aqil ,100,Masih dalam tahap penyesuaian,9:00,17:00,Selesai,2026-06-18,
46e052b0-c956-4197-a360-72dffafc3db8,Project Manager,"Membuat 2 artikel SEO terkait training (Service Excellence & Sales Marketing). Membuat dan mengelola invoice (Perumda Kab. Magelang). Update event website dan upload poster public speaking (aqilbaihaqi.com & hafaragroup.com). Edit company proposal. Mencari 5 database prospek baru (contoh: Astra, Petrosaa, Buma, dll). Melakukan follow up prospek & klien via WhatsApp terkait kelanjutan event. Update CRM & pipeline, serta input KPI dan work log.","fokus pada content creation (artikel), administrasi (invoice & proposal), marketing (prospek & follow up), dan reporting (CRM & KPI).",100,,9:00,17:00,Selesai,2026-06-17,
532a5537-87e5-4ba5-a9cd-0d130e63e98f,Project Manager,"Membuat invoice Kreasi Indo Mandiri. Menerima telepon dari 1 klien (fun games & training motivasi, masih tahap negosiasi). Mencari 5 database prospek baru. Melakukan follow up klien & penawaran (beberapa kali). Zoom meeting dengan pihak Wismilak. Tetap melakukan update CRM & pipeline.","fokus pada closing & komunikasi klien (negosiasi, follow up), pencarian prospek baru, serta administrasi & meeting.",100,,9:00,17:00,Selesai,2026-06-18,
d8266987-16c2-4b9f-9035-4482b10c8e1e,Content Creative,Editing video “owner capek handle semua”,Sudah selesai tinggal up drive ,100,,14:00,15:00,Selesai,2026-06-19,
a5d8d2d7-0d61-434a-a2fd-49746a723a8e,Digital Marketing & IT,Audit website ,Compeleted 1 keywoard,100,,13:00,16:00,Selesai,2026-06-19,
f2ece9f5-accd-4410-b118-09f05a6226dc,Project Manager,"Upload artikel di 2 kota (tangerang, Pekalongan), Buat 2 Proposal penawaran fun games (PT Translindo, Ranata Tour Bandung) dan follow up keduanya, koordinasi dengan pak adam mengenai fun games",2 proposal penawaran fun games done,100,Mati lampu dari jam 10.00-14.00,9:00,17:00,Selesai,2026-06-19,
36003058-18bd-4561-a617-e8c0c88751de,Assistant Trainer,"Riset Konten, Editing Video, dan Optimasi Thumbnail Konten","Melakukan riset dan pengembangan ide konten bertema business owner dan leadership, meliputi topik rekrutmen, kepemimpinan, budaya kerja, dan pengembangan tanggung jawab karyawan. Selain itu melakukan pembaruan thumbnail dan caption video ""Pesawat Gagal Landing"" serta menyiapkan screenshot untuk kebutuhan thumbnail konten berikutnya. Melakukan editing dua video bertema ""Rapat Terus Tapi Pembahasannya Sama"" dan ""Semakin Besar Bisnis Maka Semakin Sepi"". Video pertama telah selesai 100%, sedangkan video kedua mencapai progres 50%.",85,lampu mati pak gabisa ngapa ngapain 😭,9:00,17:00,Sedang Dikerjakan,2026-06-19,
9cfe1793-22e8-4e82-b4fe-074c7be9110b,Content Creative,Finishing video semua approval owner,Sudah upload di drive ,100,,9:00,10:00,Selesai,2026-06-22,
41e9a854-2fc8-45e5-b086-3b9e16b1e9c4,Content Creative,Editing dan finishing video owner gak bisa liburan,Udah upload di drive ,100,,10:00,12:00,Selesai,2026-06-22,
43a78a3e-ea3b-4d61-b732-e462ba44bee4,Content Creative,Editing dan finishing video owner gak bisa liburan,Udah upload di drive ,100,,10:00,12:00,Selesai,2026-06-22,
107ee767-4731-4eeb-bdad-748228aa81ff,Project Manager,"Upload artikel di 7 kota + membuat artikel penawaran (fun games Agatra Tour). Koordinasi & menerima telepon dari klien (masih tahap penawaran). Follow up & kirim proposal ke klien (termasuk Wismilak & sekolah). Mencari 5 database prospek baru. Follow up lanjutan klien, dengan beberapa status: Ada yang lost (tidak ada respon / dibatalkan). Membantu riset konten soft selling (masih dominan hard selling). Update CRM, pipeline, KPI, work log. Membantu pembuatan konten Hafara.","fokus pada content & marketing (artikel + konten), follow up & handling klien (termasuk evaluasi lost), prospek baru, serta reporting & support tim konten.",100,,9:00,17:00,Selesai,2026-06-22,
b2b43fe7-5a94-4176-8bbd-ce24a3a33016,Assistant Trainer,"Produksi Konten, Riset Konten, dan Administrasi Laporan Kerja","Melakukan riset dan pengembangan ide konten untuk akun Pak Aqil Baihaqi dan Hafara Group, pembuatan thumbnail, editing video, persiapan shooting, koordinasi pekerjaan melalui meeting, membantu kebutuhan administrasi operasional, serta melakukan pengisian KPI, Work Log, dan evaluasi aktivitas kerja harian. Seluruh pekerjaan berjalan sesuai target yang telah ditetapkan.",100,,9:00,17:00,Selesai,2026-06-22,
aca261ec-fc5c-46bc-b1ec-3cd353230949,Digital Marketing & IT,Sesuai dengan target harian,"1. Riset kebutuhan SDM & analisa kompetitor 2. Cari ide konten 3. Take konten, edit dan Upload konten",100,,9:00,17:00,Selesai,2026-06-22,
ae18d623-db5d-4c57-8e79-34991e8e28c1,Content Creative,Edit video motivasi “karyawan loyal”,Sudah selesai dan sudah upload drive,100,,9:00,13:00,Selesai,2026-06-23,
ba9f3b0e-d220-4384-9efa-13e576cb647a,Content Creative,Edit video motivasi “karyawan loyal”,Sudah selesai dan sudah upload drive,100,,9:00,13:00,Selesai,2026-06-23,
d769f07b-4a2e-46b1-97ae-2825b6970339,Content Creative,Edit video konten edukasi,Dapet 2 video konten edukasi,100,,13:00,14:00,Selesai,2026-06-23,
395ca112-1c0e-4d33-a114-5f629f8254a4,Project Manager,"Follow up klien (Bu Syifa & Dika) masih tahap tanya budget & menunggu keputusan. Mengirim penawaran ke prospek baru. Update CRM & pipeline. Membuat invoice Armina (revisi 2x sesuai permintaan klien). Mencari database prospek baru dan mendapatkan 4 (BNI, Lemonilo, Kawan Lama, Fore). Upload artikel di 9 kota. Input & update invoice di web. Follow up klien baru (PT Anugerah Airtech Filtro Surabaya). Koordinasi internal terkait harga proposal (dengan coach).","fokus pada follow up & negosiasi klien, pengelolaan prospek, pembuatan & revisi invoice, produksi artikel, serta koordinasi internal untuk penawaran.",100,,9:00,17:00,Selesai,2026-06-23,
59575ecd-3869-45b3-a32c-3d0a1716c7fb,Assistant Trainer,"Riset Konten Trending, Produksi Konten Stitch, dan Editing Video","Melakukan riset berita dan konten yang sedang trending untuk kebutuhan konten stitch akun Pak Aqil Baihaqi. Menghasilkan dan memproduksi 2 konten stitch mengenai kericuhan rapat pleno Munas dan Konbes NU 2026 serta kepedulian KDM terhadap korban kekerasan. Selain itu melakukan proses editing dan publikasi konten, melanjutkan editing video motivasi tentang pentingnya leadership, memantau perkembangan isu yang berpotensi menjadi bahan konten, serta melakukan pengisian Daily Task, KPI, Work Log, dan evaluasi pekerjaan harian untuk memastikan seluruh aktivitas berjalan sesuai target yang telah ditetapkan.",100,,9:00,17:00,Selesai,2026-06-23,
44ac419a-7d10-49e4-b782-f7a18df2f60e,Digital Marketing & IT,Sesuai dengan target harian,1. Riset kebutuhan SDM & analisa kompetitor 2. Membuat poster artikel Teamwork Building 3. Edit carousel dan warna feed akun Hafara 4. Mengatur ulang worksheet Smart Framework & Growth Zone Model,100,,9:00,17:00,Selesai,2026-06-23,
