id,employee,task,progress,percent,blockers,startTime,endTime,status,date,nextStrategy
84075fa8-676e-4573-a8b7-ca9b615868a8,Project Manager,"Follow up klien & kirim penawaran ke prospek baru. Mencari vendor outbound dan mendapatkan 2 vendor (masih proses penawaran). Update CRM. Mencari 5 database prospek baru (OT Group, Alam Sutera, Agung Sedayu, dll). Upload artikel di 9 kota. Follow up lanjutan klien (Bu Syifa) masih tahap negosiasi. Follow up klien baru (fun games) masih tahap tanya-tanya.","fokus pada (follow up, penawaran, negosiasi), pengembangan relasi (vendor & prospek), serta produksi artikel dan update data CRM.",100,,9:00,17:00,Selesai,2026-06-24,
77a1b12e-8d7c-448a-bb3f-473f7cb655e3,Digital Marketing & IT,Sesuai dengan target harian,1. Riset kebutuhan SDM & analisa kompetitor 2. Edit dan upload konten carousel 3. Mnegaudit 3 website dengan total 71 kota dengan keywoard K6 4. Riset ide konten untuk besok ,100,,9:00,17:00,Selesai,2026-06-24,
a8cf849f-e0e7-4c69-b147-72ee6d8ac766,Content Creative,Desain PPT materi ,"sudah desain 8 slide, kurang 2 slide ",100,,13:00,16:00,Selesai,2026-06-24,
074afe13-c6ec-4dfc-bb63-f79d3784efdd,Assistant Trainer,"Riset Konten Viral, Produksi Konten, Editing Thumbnail, dan Shooting Konten  Progress Detail","Melakukan riset berita viral yang relevan untuk kebutuhan konten stitch dan menemukan topik mengenai aksi ojek online yang membubarkan demonstrasi mahasiswa karena aktivitasnya terganggu. Selain itu menyelesaikan editing thumbnail dan video bertema leadership, serta melakukan shooting di Maroon Cafe yang menghasilkan 2 video motivasi singkat tentang bisnis dan 1 episode podcast bertema bisnis owner.",90,Mengalami nyeri pada mata dan kepala bagian kanan saat menatap layar monitor dalam waktu yang cukup lama sehingga proses editing sedikit terhambat.,9:00,17:00,Selesai,2026-06-24,"Melanjutkan proses editing hasil shooting, melakukan publikasi konten sesuai jadwal, serta menjaga waktu penggunaan layar dengan memberikan jeda istirahat agar proses produksi tetap optimal."
c7d0aca9-ce84-4e65-a8e9-20b97ed9beaa,Content Creative,Desain 2 worksheet,Sudah desain 2 worksheet,100,,10:00,15:00,Selesai,2026-06-25,
1404e58f-3277-4dbf-b449-f9697a3da706,Project Manager,"Membuat proposal fun games untuk PT Hatsonsuryo Electric. Menerima telepon dari klien terkait opsi penawaran lanjutan. Mencari 5 prospek baru dan mengirim proposal melalui email ke 5 perusahaan. Melanjutkan koordinasi dengan vendor fun games. Menghitung data penawaran dari vendor fun games. Upload artikel di 4 kota. Menyusun outline materi ""Negotiation Strategies for Business Growth"". Melanjutkan koordinasi dengan vendor terkait kebutuhan kegiatan.","fokus pada penyusunan proposal, pengembangan prospek, koordinasi vendor, pembuatan materi pelatihan, serta publikasi artikel dan komunikasi dengan klien.",100,,9:00,17:00,Selesai,2026-06-25,
4586bdfe-1e80-40d8-895d-7dc7261f91f6,Assistant Trainer,"Riset Konten, Produksi Konten, Editing Video, dan Evaluasi Harian","Melakukan riset ide konten dan referensi yang relevan untuk kebutuhan produksi konten Pak Aqil Baihaqi. Selain itu menyusun caption dan thumbnail konten, melanjutkan proses editing video podcast, menyelesaikan editing konten tentang leadership, melakukan re-edit video business coaching agar kualitas video tidak pecah, serta melakukan pengisian Daily Task, KPI, Work Log, evaluasi pekerjaan harian, dan uji coba Smart Framework serta Growth Zone.",90,Mengalami nyeri pada mata dan kepala bagian kanan sehingga waktu penggunaan laptop harus dibatasi dan proses editing membutuhkan waktu lebih lama.,9:00,17:00,Sedang Dikerjakan,2026-06-25,"Melanjutkan editing video podcast dan proses re-edit business coaching hingga selesai, kemudian melakukan quality control sebelum penjadwalan dan publikasi konten."
2d4cb6b5-dbf5-4ae5-828a-fd9173350f6c,Project Manager,"Update CRM & pipeline. Follow up klien dan mengirim penawaran ke 5 prospek baru. Mencari 5 database prospek baru. Upload artikel di 4 kota. Follow up klien baru (Pak Dika) yang masih tahap tanya-tanya. Follow up klien BRI Jogja, dengan status lost.","fokus pada pengelolaan CRM, follow up dan penawaran ke prospek, pencarian database baru, publikasi artikel, serta monitoring status peluang penawaran.",100,,9:00,17:00,Selesai,2026-06-26,
313abaf1-ab95-48d2-ada5-38f9697eadd8,Digital Marketing & IT,Tugas harian lain,1. Edit video testimoni Armina Daily 2. Re-design worksheer SWOT 3. Edit video testimoni Armina Daily ( On progress ),100,,9:00,17:00,Selesai,2026-06-26,
c050b934-867c-426a-bccb-ad065969ae7a,Assistant Trainer,"Editing Konten, redesain materi","Melakukan proses editing video bertema leadership hingga mencapai 90% penyelesaian, membuat thumbnail konten dan aset visual untuk clip podcast, mengolah potongan video podcast menjadi beberapa konten pendek, serta melanjutkan proses redesain materi Business Coaching yang mencakup DISC, SMART Goal, dan KPI Coaching. Selain itu melakukan penjadwalan upload konten, pengisian Daily Task, KPI, Work Log, serta evaluasi pekerjaan harian untuk memastikan seluruh aktivitas berjalan sesuai rencana.",95,kurang bisa maksimal karena mata kanan sampe kepala sakit,9:00,17:00,Selesai,2026-06-26,"Menyelesaikan proses editing yang masih berjalan, melakukan quality control terhadap hasil desain dan video, serta memastikan seluruh konten terjadwal dan siap dipublikasikan sesuai timeline."
c91b5a21-644d-4a9f-8b70-8710ef383e9d,Content Creative,Setor 3 konten teks edukasi tentang bisnis,Sudah riset ide dari chatgpt dan mendapatkan 3 ide konten,100,,9:00,23:00,Selesai,2026-06-29,
46bd4fb8-bb7f-41cb-95b8-506944ea5d99,Project Manager,"Melanjutkan pembuatan surat penawaran dan mengirimkannya ke Bank BTN Kalimantan. Update CRM, pipeline, KPI, dan work log. Follow up klien baru (Yuni dari EO Galadekara.id) yang masih dalam tahap negosiasi. Follow up klien Wismilak yang masih menunggu keputusan setelah pengiriman proposal. Mempelajari materi pajak dari BizSchool. Review CRM dan upload artikel di 4 kota. Follow up klien baru Gojek terkait proses pengiriman rate card. Membuat invoice pelunasan untuk Perumda Kabupaten Magelang. Menyusun surat penawaran untuk Bank BTN Kantor Wilayah Kalimantan. Follow up klien lama terkait pencarian pembicara pengganti dan berkoordinasi dengan Coach Asep mengenai jadwal pembicara.","fokus pada penyusunan penawaran, follow up dan negosiasi klien, administrasi (invoice & CRM), publikasi artikel, koordinasi internal, serta pengembangan kompetensi melalui pembelajaran materi pajak.",100,,9:00,17:00,Selesai,2026-06-29,
60eff998-f7dd-4c01-a17c-eff13285a56a,Assistant Trainer,"Riset Konten, Editing Video, Produksi Aset Konten, dan Administrasi Harian","Melakukan pencarian referensi kos di wilayah Jatinangor/Cibubur dan memperoleh 5 rekomendasi sesuai kebutuhan. Selain itu melakukan riset konten dan menemukan 2 berita yang relevan untuk dijadikan konten stitch Pak Aqil Baihaqi, menyiapkan aset thumbnail untuk konten bersama Pak Idrus, mengedit 2 video podcast (1 video selesai dan 1 video mencapai 60%), melanjutkan redesain materi Coaching Tools, melakukan backup website rutin, menyiapkan video stitch untuk produksi berikutnya, serta mengisi Daily Task, KPI, Work Log, dan evaluasi pekerjaan harian.",95,Proses editing membutuhkan waktu lebih lama karena perlu mencari source video yang sesuai dengan pembahasan agar hasil konten lebih relevan dan menarik.,9:00,17:00,Selesai,2026-06-29,"Menyelesaikan proses editing video podcast yang masih berjalan, melanjutkan redesain materi Coaching Tools, serta mempersiapkan dan mempublikasikan konten stitch sesuai jadwal yang telah ditentukan."
390ec626-b915-43da-99fe-2f9086a53b3a,Digital Marketing & IT,1. Edit video testimoni Event Armina Daily 2. Re-design worksheet t5 WHY'S 3. Re-design worksheet coaching agreement ,worksheet coaching agreement belum selesai,100,,9:00,17:00,Selesai,2026-06-29,
1947ae76-5bbf-45ab-a190-894fa42d9fdc,Content Creative,PPT 5 Slide Event Bandung,Sudah selesai 5 slide,100,,9:00,13:00,Selesai,2026-06-30,
c16645c8-5733-4c6d-8358-d8b333259ee7,Content Creative,Desain Worksheet,Sudah selesai 1 worksheet,100,,13:00,15:00,Selesai,2026-06-30,
89ae6fd0-9f86-4850-a198-133184e75df9,Digital Marketing & IT,Sesuai dengan target harian ,1. Edit video testimoni event Armina Daily 2. Re-design worksheet Coaching Aggrement & Coaching Tools,100,,9:00,17:00,Selesai,2026-06-30,
d82a0a75-b9c4-481a-81c3-5e41e1890171,Project Manager,"Melakukan update CRM, pipeline, input KPI, serta menerima telepon dari Ibu Wulan terkait kelanjutan event Telkomsel. Melakukan review CRM dan follow up klien. Proses negosiasi dengan Ibu Wulan (Telkomsel) masih berlangsung, serta melakukan follow up kembali kepada Bapak Ade (Paranje). Mengunggah artikel untuk 4 kota, yaitu Kendari, Bangka Belitung, Madiun, dan Tanjung Pinang, serta mulai menyusun artikel baru mengenai Business Owner. Melakukan follow up klien, pengiriman penawaran, dan pembaruan data CRM. Mencari 5 database prospek baru, meliputi Arista Group, Integra Group, Nusantara Climate, WWF, dan satu prospek lainnya.","Melakukan update CRM, pipeline, dan KPI, menerima koordinasi terkait event Telkomsel, melakukan review CRM serta follow up klien dan proses negosiasi, mengunggah 4 artikel SEO, menyusun artikel baru bertema Business Owner, melakukan pengiriman penawaran dan update CRM, serta mencari 5 database prospek baru.",100,,9:00,17:00,Selesai,2026-06-30,
8c663e96-0c2f-434a-9274-9a8f8ec02ded,Assistant Trainer,"Produksi Konten, Redesain Materi Business Coaching, Editing Video, dan Administrasi Harian","Melanjutkan proses redesain materi Business Coaching pada bagian Action Plan Canvas, melakukan pengambilan 4 video konten, serta melanjutkan editing video podcast bersama Pak Idrus hingga mencapai progres 70%. Selain itu melakukan upload konten kolaborasi bersama Pak Idrus dengan tema ""3 Hal yang Menyebabkan Bisnis Bisa Sepi"", serta menyelesaikan pengisian Daily Task, KPI, Work Log, dan evaluasi pekerjaan harian untuk memastikan seluruh aktivitas terdokumentasi dengan baik.",100,Proses editing video podcast masih berlanjut sehingga membutuhkan waktu tambahan untuk penyempurnaan hasil sebelum dipublikasikan.,9:00,17:00,Selesai,2026-06-30,"Menyelesaikan editing video podcast, melanjutkan redesain materi Business Coaching, serta mempersiapkan hasil produksi konten untuk proses editing dan penjadwalan publikasi berikutnya."
3ee90ceb-ad48-4634-b3d2-af5e3cdabb34,Assistant Trainer,"Editing Konten, Redesain Materi Business Coaching,","Melakukan revisi dan editing beberapa konten video, meliputi revisi video bertema bapak dan anak di kereta untuk mengembalikan pesan utama serta menyelesaikan editing video tentang anggaran manager kepala desa. Selain itu melanjutkan editing video kolaborasi bersama Pak Idrus bertema tips sales mendapatkan lebih banyak lead, menyelesaikan editing podcast bersama Pak Idrus dan video pengalaman Pak Aqil di hotel bintang tiga, serta menyelesaikan redesain materi Business Coaching bagian Action Plan Canvas. Di akhir kegiatan dilakukan pengisian Daily Task, KPI, Work Log, dan evaluasi pekerjaan harian agar seluruh aktivitas terdokumentasi dengan baik.",100,Tidak terdapat hambatan yang signifikan selama proses pekerjaan.,9:00,17:00,Selesai,2026-07-01,"Melanjutkan  editing konten berikutnya, melakukan quality control sebelum publikasi, serta mempersiapkan materi Business Coaching yang akan digunakan pada tahap selanjutnya."
f9ee3d80-8012-4bae-bdae-8ced9ce9d0e8,Digital Marketing & IT,Sesuai dengan target harian,1. Re-design worksheet Successtion Planning dan memperbaiki worksheet2 sebelumnya ,100,,9:00,17:00,Selesai,2026-07-01,
46b87a3b-67aa-444e-a26d-89247a98429c,Project Manager,"Menyelesaikan proposal untuk Telkomsel, Follow up lanjutan pak suwahman, dan client fun games",Proposal Complete,100,,9:00,17:00,Selesai,2026-07-01,
1f3bfd94-ddbe-4199-a243-5cb580353c73,Content Creative,Proposal Pengajuan,Sudah selesai,100,,9:00,15:00,Selesai,2026-07-01,
c5a8ed80-1ee5-4ba0-996e-78801e48c289,Assistant Trainer,"Editing Konten, Pembuatan Thumbnail, Redesain Materi,","Melanjutkan proses editing konten tanpa melakukan riset ide baru karena stok konten masih mencukupi. Berhasil menyelesaikan editing dua video bertema ""Jadi Bos Jangan Suka Nyalahin Karyawan"" dan ""Owner Takut Kehilangan Karyawan Terbaiknya"", serta membuat thumbnail untuk kedua konten tersebut. Selain itu menyelesaikan editing video bertema owner yang menganggap karyawannya kurang motivasi beserta thumbnail-nya, melanjutkan editing video motivasi tentang target yang tidak tercapai meskipun semua terlihat sibuk hingga progres 50%, menyelesaikan redesain materi Action Plan Canvas, melakukan penjadwalan konten ""Karyawan Baru Datang, Karyawan Lama Pergi"", serta mengisi Daily Task, KPI, Work Log, dan evaluasi pekerjaan harian.",95,Satu video masih dalam proses editing dan akan dilanjutkan pada hari kerja berikutnya.,9:00,17:00,Selesai,2026-07-02,"Menyelesaikan proses editing video yang masih berjalan, melakukan quality control sebelum publikasi, serta melanjutkan produksi dan penjadwalan konten sesuai timeline yang telah ditetapkan."
74be68a6-8844-462a-95e6-4185e7c50e5b,Project Manager,"Melakukan update CRM, pipeline, input KPI, dan work log. Merevisi proposal, melakukan follow up klien baru (Dicky) yang masih dalam tahap tanya jawab, serta berkoordinasi dengan Pak Adam dari Divisi Fun Games. Melanjutkan penataan dan penyempurnaan halaman proposal. Melaksanakan meeting pra-penawaran dengan klien Telkomsel serta melakukan follow up kembali kepada klien-klien dari hari-hari sebelumnya.","Melakukan update CRM, pipeline, KPI, dan work log, merevisi proposal, follow up klien baru serta koordinasi dengan Divisi Fun Games, melanjutkan penyusunan proposal, dan melaksanakan meeting pra-penawaran dengan klien Telkomsel disertai follow up kepada klien sebelumnya.",100,,9:00,17:00,Selesai,2026-07-02,
16681aa3-cad3-4162-8ff9-dfdbbcfdbe1b,Digital Marketing & IT,Tugas tambahan,1. Re-design worksheet Sustainble Growth 2. Finishing re-design worksheet Sustainble Growth 3. Mengisi soal di fom Dasboard Assesment & test form ,100,,9:00,17:00,Selesai,2026-07-03,
f3f72253-350b-4421-80ab-dea5aa8231be,Assistant Trainer,"Editing Konten, Pengelolaan CMS, Scheduling Konten,","Membantu rekan kerja yang mengalami kendala kendaraan sehingga aktivitas produksi konten pada pagi hari sempat tertunda. Selanjutnya melakukan pengisian CMS konten bulan Juni, menyelesaikan editing dua konten bertema leadership, melanjutkan editing konten hospitality bersama Pak Aqil hingga progres 50%, melakukan penjadwalan konten leadership sesuai kalender publikasi, serta mengisi Daily Task, KPI, Work Log, dan evaluasi pekerjaan harian.",90,Proses editing konten pada pagi hari tertunda karena membantu rekan kerja yang mengalami kendala kendaraan sehingga waktu produksi menjadi berkurang.,9:00,17:00,Selesai,2026-07-03,"Melanjutkan editing konten hospitality hingga selesai, melakukan quality control sebelum publikasi, serta memastikan seluruh konten terjadwal sesuai timeline yang telah ditetapkan."
30792725-8e26-4df6-8e7d-8bfd895717a7,Assistant Trainer,"Riset Konten, Produksi Konten, Dukungan Administrasi, dan Administrasi Harian","Melakukan riset konten untuk kebutuhan video stitch Pak Aqil Baihaqi dan menemukan satu topik mengenai dugaan penyekapan karyawan oleh owner sebagai bahan produksi konten. Selanjutnya melakukan pengambilan video (take video) untuk konten tersebut, membantu pendataan transportasi, akomodasi, serta estimasi biaya kegiatan Jawa Timur Batch dan perjalanan luar Jawa dari Jakarta maupun Surabaya. Selain itu melanjutkan editing video stitch, melakukan pengisian Daily Task, KPI, dan Work Log berdasarkan aktivitas yang telah dikerjakan, serta membantu kegiatan kebersihan kantor.",100,Tidak terdapat hambatan yang signifikan selama pelaksanaan pekerjaan.,9:00,17:00,Selesai,2026-07-07,"Melanjutkan proses editing dan penyempurnaan video stitch, melakukan quality control sebelum publikasi, serta menyelesaikan tugas administrasi pendukung sesuai kebutuhan operasional."
cf3a7fc7-5967-497f-aab4-1e1507ec34fa,Digital Marketing & IT,Tugas Tambahan,1. Re-design worksheet Blue Ocean Strategy & OKR,100,,9:00,17:00,Selesai,2026-07-06,
ebbd13f1-da40-4207-b2cc-30a2afd2fdf6,Content Creative,1 Wroksheet Cash Flow Management,Sudah selesai edit,100,,9:00,14:00,Selesai,2026-07-07,
490633c2-0b62-4167-9d00-648528833821,Content Creative,1 Worksheet Scaling Up Framework ,Sudah selesai desain,100,,9:00,14:00,Selesai,2026-07-06,
ee8b8a3a-6ac3-407d-b642-4253ef571dd6,Content Creative,Up stok 3 video 10 detik,"sudah upload di gdrive, acc pak aqil, dan sudah dibuatkan caption",100,,14:00,15:00,Selesai,2026-07-07,
067136fb-a1a7-4536-884b-b0f581517a92,Digital Marketing & IT,Tugas Tambahan,1. Re-design worksheet Vision Board Bussines & Bussines Model Canvas ,100,,9:00,17:00,Selesai,2026-07-07,
c8cc1f94-b443-4ee5-939a-0fb72ed96bc7,Assistant Trainer,"Pengembangan Strategi Konten, Editing Materi, Produksi Konten, dan Administrasi Harian","Melakukan evaluasi dan penyusunan ulang jadwal publikasi konten media sosial agar lebih terstruktur berdasarkan kategori konten. Selain itu melanjutkan penyempurnaan materi Action Plan Canvas, melakukan editing thumbnail berdasarkan referensi yang dihasilkan AI serta mencari referensi thumbnail yang sesuai dengan branding Instagram Pak Aqil Baihaqi. Selanjutnya melanjutkan editing materi Leadership Pipeline hingga selesai 100% dan mengerjakan editing podcast berdurasi 16 menit bersama Pak Aqil dan Pak Idrus hingga mencapai progres 80%. Di akhir kegiatan dilakukan pengisian Daily Task, KPI, dan Work Log berdasarkan aktivitas kerja yang telah diselesaikan.",95,Proses penyusunan materi dan pencarian referensi thumbnail membutuhkan waktu lebih lama karena banyak elemen desain yang harus disesuaikan. Editing podcast belum selesai dan akan dilanjutkan pada hari berikutnya.,9:00,17:00,Selesai,2026-07-07,"Menyelesaikan editing podcast, melakukan quality control terhadap materi dan desain yang telah dibuat, serta menerapkan jadwal publikasi konten yang telah disusun agar proses distribusi konten lebih konsisten."
47a8b521-45e0-4bf5-a6a7-54d86539cb1a,Project Manager,"Membuat 3 artikel SEO dengan judul: Program Coaching Untuk Business Owner di Jakarta (0813-2451-1570) Private Coaching Untuk Business Owner di Jakarta (0813-2451-1570) Layanan Coaching Untuk Business Owner di Jakarta (0813-2451-1570) Membeli e-meterai secara online dan menempelkannya pada SPK Armina Daily. Melakukan follow up klien, update CRM, serta revisi artikel. Melakukan update CRM, pipeline, input KPI, dan work log.","Menyusun 3 artikel SEO bertema Business Owner di Jakarta, membeli dan memasang e-meterai pada SPK Armina Daily, melakukan follow up klien, update CRM, revisi artikel, serta memperbarui pipeline, KPI, dan work log.",100,,9:00,17:00,Selesai,2026-07-08,
c8f2d115-e673-44d2-bb6e-5bfada5607fd,Assistant Trainer,"Editing Materi Business Strategy, Pengelolaan Website, Testing Sistem, dan Administrasi Harian","Melakukan penjadwalan artikel pada website Hafara Group dan Aqil Baihaqi, melanjutkan editing materi Business Strategy meliputi Lean Canvas hingga selesai 100% dan Competitive Advantage Matrix hingga final 100%, melakukan testing sistem Hafara untuk mengidentifikasi error dan memastikan sistem berjalan dengan baik, serta menyelesaikan proses finalisasi video podcast Pak Aqil dan Pak Idrus. Di akhir kegiatan dilakukan pengisian Daily Task, KPI, dan Work Log berdasarkan aktivitas yang telah dikerjakan.",100,Tidak terdapat hambatan yang signifikan selama pelaksanaan pekerjaan.,9:00,17:00,Selesai,2026-07-08,"Melanjutkan pengembangan materi Business Strategy berikutnya, melakukan monitoring hasil testing sistem Hafara, serta mempersiapkan konten dan materi untuk proses publikasi maupun produksi selanjutnya."
0def6171-4f60-4e43-a454-52229956f819,Project Manager,"Menyusun 3 artikel SEO dengan judul: Program Coaching untuk Manager di Jakarta (0813-2451-1570) Private Coaching untuk Leader di Jakarta (0813-2451-1570) Private Coaching untuk Supervisor di Jakarta (0813-2451-1570) Melakukan proses dealing dengan klien, membuat invoice untuk PT Saptaindra Sejati, serta melakukan update CRM dan update event. Menyusun RAB untuk penawaran kepada Telkomsel. Melanjutkan pembuatan dan revisi RAB, melakukan follow up lanjutan kepada klien, serta proses dealing event dengan Ibu Vira dari PT Saptaindra Sejati.","3 artikel SEO selesai dibuat.,  Invoice PT Saptaindra Sejati selesai disusun., CRM dan pipeline telah diperbarui., Draft dan revisi RAB penawaran Telkomsel telah dikerjakan., Follow up klien dan koordinasi dealing event terus berjalan.",100,,9:00,17:00,Selesai,2026-07-09,
4cd15523-5eba-4e9d-8ef3-635018761653,Assistant Trainer,"Re-edit Materi Business Strategy, Pengelolaan Website, dan Administrasi Harian","Melakukan re-edit materi Business Strategy meliputi Customer Centric Canvas hingga selesai 100% dengan penyesuaian tabel secara manual, serta melanjutkan penyempurnaan materi Implementation Roadmap hingga mencapai progres 80%. Selain itu melakukan penjadwalan artikel, menyelesaikan editing empat desain cover materi Business Clarity, Business Strategy, Business Execution, dan Business for Scale Up, melakukan backup artikel sebagai langkah pengamanan data, serta mengisi Daily Task, KPI, dan Work Log berdasarkan aktivitas kerja yang telah dilaksanakan.",95,Proses re-edit materi membutuhkan waktu lebih lama karena banyak tabel yang harus disusun dan disesuaikan secara manual.,9:00,17:00,Selesai,2026-07-09,"Melanjutkan penyelesaian materi Implementation Roadmap hingga final, melakukan quality control terhadap seluruh materi Business Strategy, serta memastikan artikel dan aset pendukung siap digunakan sesuai kebutuhan."